crop,region,kebele,year,ndvi_peak,ndvi_scale,ndvi_seasonal_avg,ndvi_start_of_season,ndvi_end_of_season,ndvi_integral,ndvi_threshold,ndvi_anomaly_avg
Bean,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2020,0.550370985234216,0.550370985234216,0.4048001958466688,81,,5.667202741853363,0.30779962016293294,0.5386106326473429
Bean,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2021,0.5594708630346235,0.5594708630346235,0.383019576120163,65,,5.362274065682282,0.25030671843177194,-0.06943554428117263
Bean,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2022,0.5458202494908353,0.5458202494908353,0.35278400149112615,81,,4.938976020875766,0.24892990987780056,-0.9135173836077929
Bean,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2023,0.4993382306517312,0.4993382306517312,0.48173694373727105,225,273.0,1.9269477749490842,0.46733578105906337,2.686441870124196
Bean,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2024,0.5471249923625257,0.5471249923625257,0.39229294151876654,97,,5.492101181262732,0.3100015728105907,0.18944755678229913
Bean,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2025,0.3845474898167006,0.3845474898167006,0.3345385384136683,81,,3.010846845723015,0.29580854073319757,-1.4228731416093772
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2010,0.5656554721030045,0.5656554721030045,0.44563752577211146,97,,5.347650309265338,0.38734218568543305,1.6584240401782584
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2011,0.5877799955819238,0.5877799955819238,0.39351964229361275,81,,4.722235707523353,0.27015337036101983,-0.20627511017735273
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2012,0.5979227657157283,0.5979227657157283,0.3735840954514853,97,,4.483009145417824,0.2773595304216107,-0.9195388649061039
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2013,0.5540852594041911,0.5540852594041911,0.42586952290036195,113,,5.110434274804343,0.368699789194648,0.9511547556459002
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2014,0.5785485451906085,0.5785485451906085,0.3728991035313496,97,,4.474789242376195,0.28315471345619786,-0.9440468411750266
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2015,0.5499650246149963,0.5499650246149963,0.3911714647500632,129,,4.694057577000758,0.2615965065639991,-0.29028935592367855
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2016,0.5172847008331231,0.5172847008331231,0.4330587333270219,113,,5.196704799924262,0.39969391062862925,1.2083738459002276
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2017,0.5332212162332749,0.5332212162332749,0.3826085381953211,129,,4.591302458343853,0.29775004544307004,-0.596657934336354
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2018,0.4769323024488766,0.4769323024488766,0.35991630953883696,113,225.0,4.318995714466044,0.31894592085331985,-1.4085516006030963
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2019,0.4912831955314314,0.4912831955314314,0.4164804426491626,97,,4.997765311789951,0.34389150908861393,0.615227645822745
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2020,0.4906393555920224,0.4906393555920224,0.40407044122906677,113,,4.848845294748801,0.34229106664983594,0.17121653947166943
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2021,0.4984697267104268,0.4984697267104268,0.3843147156126399,113,,4.611776587351679,0.28690289762686183,-0.5356134834092001
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2022,0.4879116384751325,0.4879116384751325,0.353328130785576,81,,4.239937569426912,0.28701857043675844,-1.6442666854005203
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2023,0.4630780958091391,0.4630780958091391,0.43965677438357326,225,257.0,1.3189703231507197,0.42693507258268115,1.444441789013047
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2024,0.505475681646049,0.505475681646049,0.4115700012623076,97,,4.938840015147691,0.3695517501893461,0.4395394698875666
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2025,0.4566616952789701,0.4566616952789701,0.4008742540551629,97,,3.2069940324413033,0.36299209543044686,0.05686179001192227
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2010,0.5813803946028518,0.5813803946028518,0.4265656761115935,97,,5.118788113339122,0.3654566578411407,0.9781413448589613
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2011,0.5960023778004075,0.5960023778004075,0.3816041115071284,81,,4.579249338085541,0.24944221435845218,-0.18297502234404955
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2012,0.5677936863543791,0.5677936863543791,0.35195100284283787,97,,4.223412034114054,0.2532740977596743,-0.9487559757305757
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2013,0.5678876909368638,0.5678876909368638,0.41221529319416184,113,,4.946583518329942,0.3379458711812629,0.6075478250906194
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2014,0.5516077596741349,0.5516077596741349,0.34809667727427035,97,,4.177160127291244,0.24483600865580454,-1.0482925586222742
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2015,0.5805141827902245,0.5805141827902245,0.3668811719280382,129,,4.402574063136458,0.21639292515274958,-0.5631896850011617
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2016,0.577827156313646,0.577827156313646,0.41179704047861526,129,,4.941564485743383,0.3746803396130348,0.596746597910905
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2017,0.5611773065173119,0.5611773065173119,0.36693227766463016,129,,4.403187331975562,0.2664601639511202,-0.5618698975841334
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2018,0.5103108757637476,0.5103108757637476,0.367289540054311,113,,4.407474480651732,0.28861701731160905,-0.5526437238134074
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2019,0.5316863365580452,0.5316863365580452,0.41745209606245776,129,,5.009425152749493,0.30492707942973535,0.7427863910899488
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2020,0.550370985234216,0.550370985234216,0.4062674675407334,113,,4.875209610488801,0.31812346741344216,0.4539473493015749
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2021,0.5594708630346235,0.5594708630346235,0.3825283046928039,113,,4.590339656313647,0.262615767820774,-0.15910806300254263
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2022,0.5458202494908353,0.5458202494908353,0.3488414615156145,113,,4.186097538187374,0.251126234725051,-1.0290587712692933
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2023,0.4993382306517312,0.4993382306517312,0.49288656398506464,225,,1.478659691955194,0.48773543380855416,2.6908546161777176
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2024,0.5471249923625257,0.5471249923625257,0.39241480460794315,113,,4.7089776552953175,0.32835765376782083,0.096207270589726
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2025,0.3845474898167006,0.3845474898167006,0.3453068947301427,97,,2.7624551578411416,0.29922707535641546,-1.1203376976520263
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2010,0.5656554721030045,0.5656554721030045,0.42807115770810866,193,337.0,4.708782734789195,0.342212351678869,0.6884170842117068
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2011,0.5877799955819238,0.5877799955819238,0.4556801229602259,193,337.0,5.012481352562485,0.3854551849280485,1.9225160651259319
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2012,0.5979227657157283,0.5979227657157283,0.43997453452411006,209,337.0,4.399745345241101,0.3272274381469325,1.2204886437185887
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2013,0.5540852594041911,0.5540852594041911,0.42085129415207373,193,337.0,4.629364235672811,0.3203938651855592,0.3656948751220641
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2014,0.5785485451906085,0.5785485451906085,0.43302114881457854,193,337.0,4.763232636960364,0.3567531052764453,0.9096777842866756
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2015,0.5499650246149963,0.5499650246149963,0.4304624343026325,193,337.0,4.7350867773289576,0.3172910060590762,0.7953052627956387
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2016,0.5172847008331231,0.5172847008331231,0.3975706119035598,209,337.0,3.975706119035598,0.3245431835395104,-0.6749332677843657
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2017,0.5332212162332749,0.5332212162332749,0.4102637640288265,193,337.0,4.512901404317092,0.3106420379954556,-0.10755937458206169
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2018,0.4769323024488766,0.4769323024488766,0.36666549482453925,193,337.0,4.033320443069932,0.3165105371118404,-2.056367636800757
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2019,0.4912831955314314,0.4912831955314314,0.41518319667898373,193,321.0,4.567015163468821,0.3551863923251704,0.1123353865868525
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2020,0.4906393555920224,0.4906393555920224,0.4121365608432215,209,337.0,4.121365608432215,0.33706579462257014,-0.02384683342020216
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2021,0.4984697267104268,0.4984697267104268,0.3956588464804573,209,353.0,4.35224731128503,0.3136923283261804,-0.7603876750340879
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2022,0.4879116384751325,0.4879116384751325,0.3997432056304437,193,353.0,4.397175261934881,0.3265533167129513,-0.5778200409827046
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2023,0.4630780958091391,0.4630780958091391,0.3921361552867944,225,337.0,3.5292253975811496,0.3501452447102416,-0.9178491942354094
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2024,0.505475681646049,0.505475681646049,0.4175086204655277,209,337.0,4.175086204655277,0.36084772755059596,0.21627999656992888
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2025,0.3877937547336532,0.3877937547336532,0.3877937547336532,193,,0.3877937547336532,0.3877937547336532,-1.111951075577811
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2010,0.5813803946028518,0.5813803946028518,0.39744098546565465,193,337.0,4.371850840122201,0.3070055168024441,-0.770114481359159
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2011,0.5960023778004075,0.5960023778004075,0.447505706350676,193,337.0,4.922562769857436,0.361169383910387,1.950863573877276
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2012,0.5677936863543791,0.5677936863543791,0.4288956962830959,209,337.0,4.288956962830959,0.3209762057026478,0.9394242188490403
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2013,0.5678876909368638,0.5678876909368638,0.4178335354563972,193,337.0,4.596168890020369,0.2878042107942976,0.3382045112215728
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2014,0.5748117133401224,0.5748117133401224,0.4166105698018887,193,337.0,4.582716267820776,0.3002609266802444,0.27173729340031066
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2015,0.5805141827902245,0.5805141827902245,0.4110473259581561,193,337.0,4.521520585539717,0.2829087016293279,-0.030620617462518318
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2016,0.577827156313646,0.577827156313646,0.3927869348268841,209,337.0,3.927869348268841,0.2934107311608963,-1.0230584593179488
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2017,0.5611773065173119,0.5611773065173119,0.408146058831698,193,337.0,4.489606647148678,0.2922459495926681,-0.18830219530655035
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2018,0.5103108757637476,0.5103108757637476,0.38025270922051485,193,337.0,4.182779801425664,0.3041583019348269,-1.7042837255616112
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2019,0.5316863365580452,0.5316863365580452,0.4336086053508611,193,337.0,4.769694658859472,0.3399593024439918,1.1955671059564097
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2020,0.550370985234216,0.550370985234216,0.42095404582484736,209,337.0,4.2095404582484734,0.3147352718940938,0.5078017861807356
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2021,0.5594708630346235,0.5594708630346235,0.4068383278559527,209,353.0,4.47522160641548,0.2883834623217923,-0.2593763414169016
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2022,0.5458202494908353,0.5458202494908353,0.41783740134033387,193,337.0,4.596211414743673,0.3498358629473952,0.33841461896151187
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2023,0.4993382306517312,0.4993382306517312,0.3947687248702635,225,337.0,3.5529185238323713,0.31593160599534026,-0.9153497350347236
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2024,0.5471249923625257,0.5471249923625257,0.42669757822579896,209,337.0,4.2669757822579895,0.3440193224834781,0.8199582377950384
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2025,0.3845474898167006,0.3845474898167006,0.3845474898167006,193,,0.3845474898167006,0.3845474898167006,-1.470865790782452
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2010,0.4882265242363038,0.4882265242363038,0.3944791142617797,81,,4.339270256879576,0.330137190734663,1.5182242176890137
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2011,0.4556940261297654,0.4556940261297654,0.32496849710816833,65,,3.5746534681898514,0.2648476931330473,-0.6651516328993132
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2012,0.4466381248422114,0.4466381248422114,0.30006542855339563,49,,3.300719714087352,0.2174385382479172,-1.4473739856066419
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2013,0.4481116542539762,0.4481116542539762,0.3615209339354158,81,,3.976730273289574,0.327131863797021,0.48298531533696343
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2014,0.445771790583186,0.445771790583186,0.30878666547823336,49,,3.3966533202605667,0.2718914731128503,-1.173433990988703
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2015,0.4906689787932339,0.4906689787932339,0.3222035929861606,81,,3.544239522847766,0.2282268177227973,-0.751999155427319
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2016,0.4722005932845241,0.4722005932845241,0.3883027062151431,65,,4.2713297683665745,0.2806677196415046,1.3242190322278595
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2017,0.4061388790709418,0.4061388790709418,0.3237478492001561,49,,3.561226341201717,0.2734865185559201,-0.7034930154615686
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2018,0.4769323024488766,0.4769323024488766,0.33558327413876216,49,,3.6914160155263835,0.2674365154001515,-0.3317342532670545
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2019,0.4912831955314314,0.4912831955314314,0.37194441199421624,81,,4.091388531936379,0.2965994351173945,0.8103938639106084
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2020,0.4425242173693511,0.4425242173693511,0.3594717957471713,81,,3.9541897532188846,0.3082393619035597,0.41862048852433204
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2021,0.4449293234031813,0.4449293234031813,0.33682873929907514,49,,3.7051161322898265,0.2702379544306992,-0.2926133438991075
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2022,0.4259459322140873,0.4259459322140873,0.30624441801886576,49,209.0,3.368688598207523,0.2781806772279728,-1.2532877160208993
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2024,0.4374468000504924,0.4374468000504924,0.37763411644212896,65,193.0,4.153975280863419,0.3422462225448119,0.9891113576872008
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2025,0.4566616952789701,0.4566616952789701,0.3803854563241606,81,,3.803854563241606,0.34234268619035607,1.075532818194638
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2010,0.4938864307535646,0.4938864307535646,0.3795420354840786,81,,4.174962390324865,0.3201011201629329,1.8948631939959242
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2011,0.4465930728105908,0.4465930728105908,0.3065050849379745,49,,3.37155593431772,0.2349728487780042,-0.4009191644353417
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2012,0.4472864536659879,0.4472864536659879,0.279277328966858,49,,3.072050618635438,0.2009918711812627,-1.2567736511133214
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2013,0.4370198803462323,0.4370198803462323,0.3375023697000557,81,,3.712526066700613,0.2796830269857436,0.5734235344857352
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2014,0.4238883426680244,0.4238883426680244,0.2747244820403629,49,,3.0219693024439924,0.2360722046843178,-1.399884029850826
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2015,0.4538911736252548,0.4538911736252548,0.28367302281984824,81,,3.1204032510183306,0.1958028131364562,-1.1186030905230406
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2016,0.4421982331975561,0.4421982331975561,0.3485741450657287,65,,3.8343155957230155,0.2331998599796333,0.9214444522673554
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2017,0.3742988747454177,0.3742988747454177,0.2933541015552676,49,,3.226895117107943,0.2368426705702648,-0.814296166354157
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2018,0.4874854429735237,0.4874854429735237,0.3194434310775783,49,,3.5138777418533613,0.231720165478615,0.005773976399301592
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2019,0.5272670035641551,0.5272670035641551,0.35643374768561387,65,,3.9207712245417525,0.256229618126273,1.1684966211229322
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2020,0.4314073039714868,0.4314073039714868,0.3441449125162008,81,,3.7855940376782087,0.2930307102851324,0.7822196643680177
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2021,0.4741775661914464,0.4741775661914464,0.31493762219959276,49,,3.4643138441955204,0.2431196639511202,-0.13585784770064244
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2022,0.4227382484725053,0.4227382484725053,0.2851720317996669,49,,3.1368923497963355,0.2353566293279024,-1.071484497190953
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2024,0.4709696995926683,0.4709696995926683,0.3402988453527126,49,,3.7432872988798387,0.2835215656822812,0.6613256089993694
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2025,0.3845474898167006,0.3845474898167006,0.3253129460285133,81,,3.253129460285133,0.28436061863543804,0.19027139552962363
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2010,0.5656554721030045,0.5656554721030045,0.42935394696505214,145,321.0,6.01095525751073,0.3590411209290583,1.1744631266376753
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2011,0.5877799955819238,0.5877799955819238,0.43823682150971977,161,337.0,6.135315501136077,0.35300125788942194,1.6768332075187307
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2012,0.5979227657157283,0.5979227657157283,0.4201632588410075,177,337.0,5.462122364933098,0.3136050138853824,0.6546846795807486
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2013,0.5540852594041911,0.5540852594041911,0.41888227945684714,145,321.0,5.86435191239586,0.3430378439787934,0.5822390187091872
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2014,0.5785485451906085,0.5785485451906085,0.4070292449597866,177,353.0,5.698409429437012,0.31224786543802063,-0.08810816102766775
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2015,0.5499650246149963,0.5499650246149963,0.4191890089082843,145,321.0,5.868646124715981,0.3268742697551125,0.5995860721379214
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2016,0.5172847008331231,0.5172847008331231,0.409219725739421,161,321.0,5.319856434612473,0.3283140400151478,0.03577426024258662
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2017,0.5332212162332749,0.5332212162332749,0.3981726248331951,145,321.0,5.574416747664731,0.32641225826811415,-0.5889934259219534
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2018,0.4769323024488766,0.4769323024488766,0.3715648127276662,145,225.0,5.201907378187327,0.3219663677101742,-2.093795576656664
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2019,0.4912831955314314,0.4912831955314314,0.4205335066000649,145,321.0,5.8874690924009085,0.3626723144407977,0.6756240045400697
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2020,0.4906393555920224,0.4906393555920224,0.40161564557318474,161,337.0,5.221003392451402,0.3233680983337541,-0.3942737325472377
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2021,0.4984697267104268,0.4984697267104268,0.3962258148645724,145,337.0,5.547161408104014,0.3354062067659682,-0.6990950688618642
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2022,0.4879116384751325,0.4879116384751325,0.3831043662319051,161,353.0,5.363461127246671,0.31612637402414173,-1.441177283095855
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2023,0.4630780958091391,0.4630780958091391,0.3921361552867944,225,337.0,3.5292253975811496,0.3501452447102416,-0.930385356992484
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2024,0.505475681646049,0.505475681646049,0.40672322343113737,161,337.0,5.287401904604786,0.3525504219852895,-0.10541517795397826
"Bean, broad",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2025,0.4566616952789701,0.4566616952789701,0.4252442462446353,145,193.0,1.7009769849785412,0.40924510855844487,0.9420394136908226
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2010,0.5813803946028518,0.5813803946028518,0.4000924005309865,145,321.0,5.601293607433811,0.3322713136456213,-0.03730374064005904
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2011,0.5960023778004075,0.5960023778004075,0.43035031877364005,161,337.0,6.0249044628309605,0.3534730122199593,1.9444106310086733
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2012,0.5677936863543791,0.5677936863543791,0.40604794747767514,177,337.0,5.278623317209777,0.3098901751527496,0.3527492987208734
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2013,0.5678876909368638,0.5678876909368638,0.4142747352342161,145,337.0,5.799846293279026,0.3031308167006111,0.8915551543946802
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2014,0.5748117133401224,0.5748117133401224,0.3856754509746874,177,353.0,5.399456313645624,0.2745095132382893,-0.9815285184959971
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2015,0.5805141827902245,0.5805141827902245,0.3963284681408207,145,321.0,5.548598553971489,0.28748564002036664,-0.283819011508595
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2016,0.577827156313646,0.577827156313646,0.39381862075043106,161,305.0,5.119642069755604,0.29664194246435854,-0.4481991451414758
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2017,0.5611773065173119,0.5611773065173119,0.38896102905877233,145,321.0,5.445454406822813,0.2977517820773931,-0.7663426205042858
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2018,0.5103108757637476,0.5103108757637476,0.38295004164242086,145,321.0,5.361300582993892,0.32597772810590636,-1.1600266821523664
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2019,0.5316863365580452,0.5316863365580452,0.43202685226942117,145,321.0,6.048375931771896,0.35707015682281074,2.0542136417940102
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2020,0.550370985234216,0.550370985234216,0.4111002093451356,161,337.0,5.344302721486763,0.3132977342158861,0.6836425172095612
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2021,0.5594708630346235,0.5594708630346235,0.40086719104597046,145,337.0,5.6121406746435865,0.3094466150712832,0.013440447583585329
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2022,0.5458202494908353,0.5458202494908353,0.3894138577813709,177,353.0,5.451794008939192,0.3042428569361227,-0.7366850221106235
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2023,0.4993382306517312,0.4993382306517312,0.3947687248702635,225,337.0,3.5529185238323713,0.31593160599534026,-0.38597295450485675
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2024,0.5471249923625257,0.5471249923625257,0.40323916874332966,161,337.0,5.2421091936632855,0.3152264278694242,0.1687909331784844
"Bean, broad",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2025,0.3845474898167006,0.3845474898167006,0.3806765803207741,161,,1.5227063212830965,0.37864125305498997,-1.3089249288316052
Chick-pea,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2010,0.5656554721030045,0.5656554721030045,0.42935394696505214,145,321.0,6.01095525751073,0.3590411209290583,1.1744631266376753
Chick-pea,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2011,0.5877799955819238,0.5877799955819238,0.43823682150971977,161,337.0,6.135315501136077,0.35300125788942194,1.6768332075187307
