crop,region,kebele,year,mean_temp_season,max_temp_avg,min_temp_avg,gdd_total,gdd_base_temp,heatwave_days,heatwave_threshold
Teff,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2011,15.717693759427235,21.16505350547264,10.270334013381829,58.77540588378897,16.850631713867212,11,25.634375000000023
Teff,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2012,16.16205258511083,21.268000627272222,11.056104542949434,88.8884826660155,16.283137512207055,11,24.714343261718774
Teff,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2013,15.93519488041946,21.13323318934679,10.737156571492132,44.89681854248042,16.932978820800805,11,25.13121337890627
Teff,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2014,16.68701807909675,21.91483852273169,11.45919763546181,78.88204345703137,17.35972595214846,11,26.180203247070335
Teff,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2015,16.989138476683383,22.385691969465523,11.592584983901244,98.54038085937495,16.900000000000023,11,25.839695739746116
Teff,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2016,16.424321935672594,21.48883685121444,11.359807020130745,81.5880310058595,16.582290649414084,11,24.419143676757834
Teff,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2017,16.638123857857,21.675102248994452,11.601145466719545,46.244914245605415,17.75356597900393,11,26.944761657714864
Teff,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2018,16.021783673881327,21.175273721525006,10.868293626237646,36.08303527832029,16.458097839355492,11,24.35724792480471
Teff,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2019,16.270560629060977,21.08287057404473,11.458250684077218,42.76916503906245,17.552859497070337,11,25.7035110473633
Teff,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2020,17.0542920401927,22.087970930806726,12.020613149578674,54.74979400634763,16.719145202636742,5,25.300988769531273
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2010,16.686783579233555,22.00852694124791,11.365040217219194,254.41100006103514,15.38010406494143,10,24.811346435546895
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2011,16.835553555875233,22.82147299276818,10.849634118982285,137.53872680664065,16.623040771484398,10,26.910046386718772
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2012,16.79212078791795,22.594998070501532,10.989243505334363,270.30998992919933,15.420063781738303,10,26.29327545166018
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2013,16.833780732025993,22.57843199033997,11.089129473712015,138.72246704101573,16.565441894531272,10,26.366613769531273
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2014,17.46546069995779,23.115381519214548,11.815539880701035,231.61940002441415,16.40802154541018,10,26.507049560546896
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2015,17.580865396035705,23.653719185494108,11.508011606577302,212.5948440551759,16.51520233154299,10,27.798181152343773
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2016,17.49955959525162,22.788667543472805,12.210451647030434,94.38850708007821,17.689221191406272,10,26.94397888183596
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2017,17.43371639767211,23.078136547191743,11.789296248152471,234.01043090820326,16.361584472656272,10,27.23126220703127
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2018,16.436262883366787,21.692380173141913,11.18014559359166,129.94095916748034,15.957148742675805,10,25.327685546875024
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2019,17.42541000778613,22.71009257548566,12.140727440086595,139.9480712890624,17.404177856445337,10,26.817297363281273
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2020,17.660408317002698,23.347206105481884,11.973610528523512,163.24331665039062,16.754861450195335,8,26.794482421875024
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2010,16.686783579233555,22.00852694124791,11.365040217219194,254.41100006103514,15.38010406494143,10,24.811346435546895
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2011,16.835553555875233,22.82147299276818,10.849634118982285,137.53872680664065,16.623040771484398,10,26.910046386718772
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2012,16.79212078791795,22.594998070501532,10.989243505334363,270.30998992919933,15.420063781738303,10,26.29327545166018
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2013,16.833780732025993,22.57843199033997,11.089129473712015,138.72246704101573,16.565441894531272,10,26.366613769531273
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2014,17.46546069995779,23.115381519214548,11.815539880701035,231.61940002441415,16.40802154541018,10,26.507049560546896
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2015,17.580865396035705,23.653719185494108,11.508011606577302,212.5948440551759,16.51520233154299,10,27.798181152343773
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2016,17.49955959525162,22.788667543472805,12.210451647030434,94.38850708007821,17.689221191406272,10,26.94397888183596
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2017,17.43371639767211,23.078136547191743,11.789296248152471,234.01043090820326,16.361584472656272,10,27.23126220703127
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2018,16.436262883366787,21.692380173141913,11.18014559359166,129.94095916748034,15.957148742675805,10,25.327685546875024
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2019,17.42541000778613,22.71009257548566,12.140727440086595,139.9480712890624,17.404177856445337,10,26.817297363281273
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2020,17.660408317002698,23.347206105481884,11.973610528523512,163.24331665039062,16.754861450195335,8,26.794482421875024
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2010,15.568416799413118,21.156897607180174,9.979935991646062,94.61878051757822,15.396472167968772,11,23.728614807128928
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2011,14.939070008532857,20.748242459438835,9.12989755762688,66.53203582763683,15.034458923339866,11,23.854411315917993
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2012,15.630929036659792,21.12064846529821,10.14120960802137,153.5518325805661,15.009336853027369,11,24.211987304687526
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2013,15.112854698861023,20.956730848255745,9.268978549466297,138.78149414062497,14.674780273437523,11,23.808677673339865
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2014,15.633437974382177,21.021165239692937,10.245710709071417,66.17220001220701,15.823667907714867,11,23.687446594238303
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2015,16.511456646305522,22.090118498849417,10.932794793761625,120.74460754394525,16.088674926757836,11,24.57035369873049
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2016,15.574502336860908,21.50476687591857,9.64423779780324,127.68355712890641,15.195034790039085,11,24.27338104248049
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2017,15.570801098511973,21.000268554687523,10.141333642336424,141.57793273925796,15.142926025390647,11,23.117132568359395
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2018,15.861385473874558,21.53251460613593,10.190256341613187,236.28477935791028,14.721461486816429,11,24.66277008056643
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2019,15.8042032374014,20.987938999893665,10.620467474909134,79.00717620849584,15.613890075683619,11,23.981126403808616
"Wheat, bread",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2020,16.153322928292432,20.643454851423012,11.663191005161853,23.88459777832027,15.35515747070315,2,22.47808837890627
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2010,15.568416799413118,21.156897607180174,9.979935991646062,94.61878051757822,15.396472167968772,11,23.728614807128928
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2011,14.939070008532857,20.748242459438835,9.12989755762688,66.53203582763683,15.034458923339866,11,23.854411315917993
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2012,15.630929036659792,21.12064846529821,10.14120960802137,153.5518325805661,15.009336853027369,11,24.211987304687526
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2013,15.112854698861023,20.956730848255745,9.268978549466297,138.78149414062497,14.674780273437523,11,23.808677673339865
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2014,15.633437974382177,21.021165239692937,10.245710709071417,66.17220001220701,15.823667907714867,11,23.687446594238303
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2015,16.511456646305522,22.090118498849417,10.932794793761625,120.74460754394525,16.088674926757836,11,24.57035369873049
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2016,15.574502336860908,21.50476687591857,9.64423779780324,127.68355712890641,15.195034790039085,11,24.27338104248049
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2017,15.570801098511973,21.000268554687523,10.141333642336424,141.57793273925796,15.142926025390647,11,23.117132568359395
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2018,15.861385473874558,21.53251460613593,10.190256341613187,236.28477935791028,14.721461486816429,11,24.66277008056643
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2019,15.8042032374014,20.987938999893665,10.620467474909134,79.00717620849584,15.613890075683619,11,23.981126403808616
"Wheat, bread",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2020,16.153322928292432,20.643454851423012,11.663191005161853,23.88459777832027,15.35515747070315,2,22.47808837890627
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2010,16.686783579233555,22.00852694124791,11.365040217219194,254.41100006103514,15.38010406494143,10,24.811346435546895
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2011,16.835553555875233,22.82147299276818,10.849634118982285,137.53872680664065,16.623040771484398,10,26.910046386718772
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2012,16.79212078791795,22.594998070501532,10.989243505334363,270.30998992919933,15.420063781738303,10,26.29327545166018
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2013,16.833780732025993,22.57843199033997,11.089129473712015,138.72246704101573,16.565441894531272,10,26.366613769531273
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2014,17.46546069995779,23.115381519214548,11.815539880701035,231.61940002441415,16.40802154541018,10,26.507049560546896
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2015,17.580865396035705,23.653719185494108,11.508011606577302,212.5948440551759,16.51520233154299,10,27.798181152343773
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2016,17.49955959525162,22.788667543472805,12.210451647030434,94.38850708007821,17.689221191406272,10,26.94397888183596
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2017,17.43371639767211,23.078136547191743,11.789296248152471,234.01043090820326,16.361584472656272,10,27.23126220703127
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2018,16.436262883366787,21.692380173141913,11.18014559359166,129.94095916748034,15.957148742675805,10,25.327685546875024
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2019,17.42541000778613,22.71009257548566,12.140727440086595,139.9480712890624,17.404177856445337,10,26.817297363281273
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2020,17.660408317002698,23.347206105481884,11.973610528523512,163.24331665039062,16.754861450195335,8,26.794482421875024
"Wheat, durum",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2010,16.686783579233555,22.00852694124791,11.365040217219194,254.41100006103514,15.38010406494143,10,24.811346435546895
"Wheat, durum",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2011,16.835553555875233,22.82147299276818,10.849634118982285,137.53872680664065,16.623040771484398,10,26.910046386718772
"Wheat, durum",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2012,16.79212078791795,22.594998070501532,10.989243505334363,270.30998992919933,15.420063781738303,10,26.29327545166018
"Wheat, durum",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2013,16.833780732025993,22.57843199033997,11.089129473712015,138.72246704101573,16.565441894531272,10,26.366613769531273
"Wheat, durum",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2014,17.46546069995779,23.115381519214548,11.815539880701035,231.61940002441415,16.40802154541018,10,26.507049560546896
"Wheat, durum",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2015,17.580865396035705,23.653719185494108,11.508011606577302,212.5948440551759,16.51520233154299,10,27.798181152343773
"Wheat, durum",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2016,17.49955959525162,22.788667543472805,12.210451647030434,94.38850708007821,17.689221191406272,10,26.94397888183596
"Wheat, durum",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2017,17.43371639767211,23.078136547191743,11.789296248152471,234.01043090820326,16.361584472656272,10,27.23126220703127
"Wheat, durum",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2018,16.436262883366787,21.692380173141913,11.18014559359166,129.94095916748034,15.957148742675805,10,25.327685546875024
"Wheat, durum",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2019,17.42541000778613,22.71009257548566,12.140727440086595,139.9480712890624,17.404177856445337,10,26.817297363281273
"Wheat, durum",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2020,17.660408317002698,23.347206105481884,11.973610528523512,163.24331665039062,16.754861450195335,8,26.794482421875024
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2010,15.694945109974277,21.32157814719462,10.06831207275393,36.22128295898439,16.282754516601585,11,23.84240875244143
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2011,15.094389481978004,20.8644807295366,9.324298234419413,41.26882934570317,15.806416320800803,11,23.860285949707055
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2012,15.85256215875801,21.370906066894552,10.334218250621472,147.9859741210939,15.41930847167971,11,24.882373046875024
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2013,15.249399844082943,21.103587063876088,9.395212624289796,52.77635192871093,15.676727294921898,11,23.945016479492203
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2014,15.818987412886207,21.26465037952772,10.373324446244695,57.94980621337892,16.428132629394554,11,24.911441040039087
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2015,16.58120144930755,22.146376731178997,11.0160261674361,93.1905975341797,16.443566894531273,11,24.658157348632834
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2016,15.741916725852295,21.669336076216286,9.814497375488305,125.24678649902344,15.496643066406273,11,24.540696716308616
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2017,15.708280112526655,21.14736813631927,10.26919208873404,39.03460083007819,16.403233337402366,11,23.670433044433615
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2018,15.88192797574132,21.492685075239724,10.271170876242918,139.73002624511724,15.371537780761741,11,24.57919158935549
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2019,15.83350830078127,20.97173767089846,10.695278930664085,80.6805191040039,15.680107116699242,11,23.915071105957054
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2020,16.416667971403726,21.05938574749493,11.773950195312523,29.67560577392575,15.921711730957055,3,23.282693481445335
"Wheat, durum",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2010,15.694945109974277,21.32157814719462,10.06831207275393,36.22128295898439,16.282754516601585,11,23.84240875244143
"Wheat, durum",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2011,15.094389481978004,20.8644807295366,9.324298234419413,41.26882934570317,15.806416320800803,11,23.860285949707055
