crop,region,kebele,year,mean_soil_moisture,dry_soil_days,dry_threshold,soil_moisture_std
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2019,17.022441370846472,8,4.313706970214843,2.6014258091435893
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2020,17.55515292246048,8,4.205114841461182,2.6014258091435893
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2021,13.893257266854587,8,3.1185043811798097,2.6014258091435893
"Wheat, durum",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2022,10.00611976955248,3,2.1794066905975344,2.6014258091435893
"Wheat, durum",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2015,15.717256947739484,8,2.9011262893676752,2.6014258091435893
"Wheat, durum",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2016,17.91118054520594,8,5.182978820800781,2.6014258091435893
"Wheat, durum",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2017,16.632233880970578,8,3.2095767974853517,2.6014258091435893
"Wheat, durum",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2018,16.565570251361745,8,3.6581369638442998,2.6014258091435893
"Wheat, durum",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2019,17.022441370846472,8,4.313706970214843,2.6014258091435893
"Wheat, durum",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2020,17.55515292246048,8,4.205114841461182,2.6014258091435893
"Wheat, durum",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2021,13.893257266854587,8,3.1185043811798097,2.6014258091435893
"Wheat, durum",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2022,10.00611976955248,3,2.1794066905975344,2.6014258091435893
Rice,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2015,19.075985738209315,6,7.699477195739746,3.346859450943439
Rice,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2016,21.222060544150217,6,12.83652639389038,3.346859450943439
Rice,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2017,20.13536799805505,6,10.670434951782227,3.346859450943439
Rice,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2018,20.000731928007944,6,8.300838947296143,3.346859450943439
Rice,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2019,20.569505308355605,6,10.529733657836914,3.346859450943439
Rice,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2020,21.05392028604235,6,11.52199935913086,3.346859450943439
Rice,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2021,17.054265439510345,6,6.3561272621154785,3.346859450943439
Rice,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2022,11.18519879579544,2,3.4266354560852053,3.346859450943439
Rice,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2015,19.075985738209315,6,7.699477195739746,3.346859450943439
Rice,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2016,21.222060544150217,6,12.83652639389038,3.346859450943439
Rice,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2017,20.13536799805505,6,10.670434951782227,3.346859450943439
Rice,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2018,20.000731928007944,6,8.300838947296143,3.346859450943439
Rice,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2019,20.569505308355605,6,10.529733657836914,3.346859450943439
Rice,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2020,21.05392028604235,6,11.52199935913086,3.346859450943439
Rice,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2021,17.054265439510345,6,6.3561272621154785,3.346859450943439
Rice,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2022,11.18519879579544,2,3.4266354560852053,3.346859450943439
"Wheat, Emmer",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2015,12.950492858886719,4,2.2808083057403565,3.449848628411818
"Wheat, Emmer",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2016,15.206860193666422,6,2.7779022693634032,3.449848628411818
"Wheat, Emmer",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2017,10.056005446416027,6,2.2978261470794683,3.449848628411818
"Wheat, Emmer",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2018,12.414177210825795,6,2.0566643238067632,3.449848628411818
"Wheat, Emmer",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2019,11.48200966951982,6,2.045161533355713,3.449848628411818
"Wheat, Emmer",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2020,11.862898952556106,6,1.8116944789886475,3.449848628411818
"Wheat, Emmer",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2021,6.786317544163398,6,2.061586856842041,3.449848628411818
"Wheat, Emmer",Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2022,4.592010943394787,0,1.7824561595916748,3.449848628411818
"Wheat, Emmer",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2015,12.950492858886719,4,2.2808083057403565,3.449848628411818
"Wheat, Emmer",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2016,15.206860193666422,6,2.7779022693634032,3.449848628411818
"Wheat, Emmer",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2017,10.056005446416027,6,2.2978261470794683,3.449848628411818
"Wheat, Emmer",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2018,12.414177210825795,6,2.0566643238067632,3.449848628411818
"Wheat, Emmer",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2019,11.48200966951982,6,2.045161533355713,3.449848628411818
"Wheat, Emmer",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2020,11.862898952556106,6,1.8116944789886475,3.449848628411818
"Wheat, Emmer",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2021,6.786317544163398,6,2.061586856842041,3.449848628411818
"Wheat, Emmer",Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2022,4.592010943394787,0,1.7824561595916748,3.449848628411818
Bean,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2015,17.489575933237546,6,2.3376171588897705,4.2105059399751275
Bean,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2016,19.852150276729038,7,6.264324378967286,4.2105059399751275
Bean,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2017,15.829053350857325,7,2.3839206218719484,4.2105059399751275
Bean,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2018,17.349194514751435,7,2.785973691940308,4.2105059399751275
Bean,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2019,17.031738424301146,7,4.219986701011658,4.2105059399751275
Bean,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2020,17.30092864888055,7,2.1392003536224364,4.2105059399751275
Bean,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2021,13.000922051497868,7,2.210601329803467,4.2105059399751275
Bean,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2022,6.235167138576507,5,1.831184709072113,4.2105059399751275
Bean,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2015,17.489575933237546,6,2.3376171588897705,4.2105059399751275
Bean,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2016,19.852150276729038,7,6.264324378967286,4.2105059399751275
Bean,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2017,15.829053350857325,7,2.3839206218719484,4.2105059399751275
Bean,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2018,17.349194514751435,7,2.785973691940308,4.2105059399751275
Bean,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2019,17.031738424301146,7,4.219986701011658,4.2105059399751275
Bean,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2020,17.30092864888055,7,2.1392003536224364,4.2105059399751275
Bean,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2021,13.000922051497868,7,2.210601329803467,4.2105059399751275
Bean,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2022,6.235167138576507,5,1.831184709072113,4.2105059399751275
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2015,17.19884531121505,6,2.328697347640991,4.208096597529878
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2016,19.95146369934082,7,5.989127016067508,4.208096597529878
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2017,15.577049092640953,7,2.4813777923583986,4.208096597529878
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2018,18.003465393232922,7,3.6381623268127448,4.208096597529878
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2019,16.888325158506632,7,4.4904785633087165,4.208096597529878
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2020,17.356516180559993,7,2.3090776681900023,4.208096597529878
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2021,12.50732996161022,7,2.1855239868164062,4.208096597529878
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2022,6.519382732979794,5,1.9215945243835448,4.208096597529878
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2015,17.19884531121505,6,2.328697347640991,4.208096597529878
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2016,19.95146369934082,7,5.989127016067508,4.208096597529878
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2017,15.577049092640953,7,2.4813777923583986,4.208096597529878
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2018,18.003465393232922,7,3.6381623268127448,4.208096597529878
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2019,16.888325158506632,7,4.4904785633087165,4.208096597529878
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2020,17.356516180559993,7,2.3090776681900023,4.208096597529878
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2021,12.50732996161022,7,2.1855239868164062,4.208096597529878
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2022,6.519382732979794,5,1.9215945243835448,4.208096597529878
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2015,14.836382309595743,6,2.8749478340148924,1.108499069273387
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2016,17.207270049212273,6,4.685477256774902,1.108499069273387
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2017,16.347723341824715,6,2.719174909591675,1.108499069273387
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2018,15.028637211898278,6,3.410205292701721,1.108499069273387
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2019,16.62391624534339,6,4.071135711669922,1.108499069273387
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2020,16.645110669888947,6,3.523722076416016,1.108499069273387
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2021,15.425760580782304,6,2.717776155471802,1.108499069273387
Sweet potato,Oromia,7c4a7c99-436a-4ad3-93eb-75a098246cc0,2022,18.042548997061594,1,13.91738872528076,1.108499069273387
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2015,14.836382309595743,6,2.8749478340148924,1.108499069273387
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2016,17.207270049212273,6,4.685477256774902,1.108499069273387
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2017,16.347723341824715,6,2.719174909591675,1.108499069273387
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2018,15.028637211898278,6,3.410205292701721,1.108499069273387
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2019,16.62391624534339,6,4.071135711669922,1.108499069273387
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2020,16.645110669888947,6,3.523722076416016,1.108499069273387
Sweet potato,Oromia,95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2021,15.425760580782304,6,2.717776155471802,1.108499069273387
