kebele,crop,seasonal_rainfall_total_mean,onset_date_mean,cessation_date_mean,rainy_days_count_mean,dry_spell_days_mean,onset_delay_days_mean,onset_threshold_mean,rainy_day_threshold_mean,dry_spell_threshold_mean,rainfall_std_dev_mean,rainfall_skewness_mean,mean_temp_season_mean,max_temp_avg_mean,min_temp_avg_mean,gdd_total_mean,gdd_base_temp_mean,heatwave_days_mean,heatwave_threshold_mean,mean_soil_moisture_mean,dry_soil_days_mean,dry_threshold_mean,soil_moisture_std_mean,ndvi_peak_mean,ndvi_scale_mean,ndvi_seasonal_avg_mean,ndvi_start_of_season_mean,ndvi_end_of_season_mean,ndvi_integral_mean,ndvi_threshold_mean,ndvi_anomaly_avg_mean,seasonal_rainfall_total_std,onset_date_std,cessation_date_std,rainy_days_count_std,dry_spell_days_std,onset_delay_days_std,onset_threshold_std,rainy_day_threshold_std,dry_spell_threshold_std,rainfall_std_dev_std,rainfall_skewness_std,mean_temp_season_std,max_temp_avg_std,min_temp_avg_std,gdd_total_std,gdd_base_temp_std,heatwave_days_std,heatwave_threshold_std,mean_soil_moisture_std,dry_soil_days_std,dry_threshold_std,soil_moisture_std_std,ndvi_peak_std,ndvi_scale_std,ndvi_seasonal_avg_std,ndvi_start_of_season_std,ndvi_end_of_season_std,ndvi_integral_std,ndvi_threshold_std,ndvi_anomaly_avg_std,n_years,cluster
7c4a7c99-436a-4ad3-93eb-75a098246cc0,Safflower,-0.27315702068581765,1.0,1.0,-0.4898201886206703,-0.4907401108480576,4.9753086419753085,8.35073589377341,11.845100653024367,11.845100653024367,-0.08818977933413313,-1.2177003116906793,0.09666850791732662,21.950978267400966,11.297505781104713,-0.4714925891987497,16.421365347026327,-0.5133859572085322,25.327884485692177,0.468240749224307,-0.6070539732436667,4.922424845636627,0.6099291569481295,-4.353322632214559e-05,0.49045680707110384,3.0114247612337037e-05,1.0,1.0,-4.3407468003445594e-05,0.3363875087114283,3.4722555473099797e-06,0.7725540508831494,0.0,0.0,0.6699269629274767,0.4994438437230709,7.595316158258325,7.413910400019321,1.6832548056243246,1.6832548056243246,0.696685460964668,0.7795220456277134,0.9893844171466788,0.902028776015401,0.6053052256121263,0.183403006222798,0.7548545903023621,0.43237119633435983,1.36114522197989,1.0857644014575225,0.27338433682889096,2.8648937394541245,0.1369172060118758,8.588918248491535e-05,0.04652981638285785,0.00010266220605654698,0.0,0.0,5.310913977777709e-05,0.048488018041528046,0.00010402356215366435,162,0
7c4a7c99-436a-4ad3-93eb-75a098246cc0,Sesame,0.6751063286255962,1.0,1.0,0.2512794234936657,-1.0181319464335339,12.3125,17.386587735265493,11.866077333688736,11.866077333688736,0.8949287056922041,-1.856704354513248,-0.19961009035517138,21.36346545788717,11.466168189076008,-0.5793537042139031,16.893005561828637,-0.17902653502595667,25.33235416412356,1.1790936612980965,0.061913652014981085,7.7917571246624,2.0066451477478244,1.5028475306985408e-05,0.5221821669480562,0.0001047795890392206,1.0,1.0,-2.642623471808811e-05,0.3649349515589498,5.36998122302262e-06,0.9732529891718331,0.0,0.0,0.7852057304254755,0.27341386101513315,28.165507865709316,13.719174475282038,1.8393022323487433,1.8393022323487433,0.0,0.0,0.4609190590531225,0.3902495269774306,0.35230387210511865,0.061688673556355815,0.37919465279647524,0.33622735191543907,0.768776451854642,1.068122362691492,0.3154956485935981,3.2397997634028877,0.0,8.370096795609871e-05,0.04534436767690436,5.586513741216885e-05,0.0,0.0,5.99096488678722e-05,0.04661785824453044,0.00010642984708966631,16,2
7c4a7c99-436a-4ad3-93eb-75a098246cc0,Sorghum,1.0147539253161872,1.0,1.0,0.6192685866645715,-0.6298957669158387,4.375,3.610672070644796,11.684811025857925,11.684811025857925,1.2519792595844257,-1.7499817770336945,0.33818022577323514,22.231240016149062,11.246444434334526,-0.11281589136162261,16.478429985046407,0.6615418447626408,26.319982624053978,0.03547722457990705,0.6929049492021773,2.3602626383304597,0.9495366576905984,1.5028475306985408e-05,0.5221821669480562,2.7876109856392174e-05,1.0,1.0,5.7701093855197135e-05,0.3153945938376058,5.369981223022788e-06,1.049779160054843,0.0,0.0,0.8340109676159924,0.3671949328181197,6.34428877022476,4.2850532599748945,1.8636188686118176,1.8636188686118176,0.0,0.0,0.5361421813950735,0.4460203604732122,0.4152092346567555,0.21863973096690797,0.5803928904534944,0.3570981415445973,0.6920934157452308,0.9004673385038451,0.9557892523198649,0.32830022526121255,0.0,8.370096795609871e-05,0.04534436767690436,5.6354383481303254e-05,0.0,0.0,7.32728719766087e-05,0.04887011670337521,0.00010642984708966632,16,6
7c4a7c99-436a-4ad3-93eb-75a098246cc0,Soybean,-0.8441494252247943,1.0,1.0,-0.9940190330640393,0.03599915131795473,3.240740740740741,16.00391317517669,11.810200738318173,11.810200738318173,-0.6412334906880806,-0.6800998824672936,0.10475216388822732,22.21951069972872,11.054269736011545,-0.38231058192685047,16.06805247554075,-0.6827449196548273,25.19346706249098,-0.18108746898614725,-0.778434325566115,3.162845482649627,-0.8077445865428454,-7.651723067660657e-05,0.4725879716510671,-5.497509606693742e-06,1.0,1.0,-6.693710372454007e-05,0.3136390828505415,-2.507986987935727e-07,0.9150437065345768,0.0,0.0,0.7298113771023906,1.0220828101880908,4.352204489674721,13.1435707268616,2.5112439624517493,2.5112439624517493,1.0763122299012975,1.3329027651891088,1.3282189942369234,1.139913512362748,0.9080729732400666,0.20164470352220817,1.000954975586134,0.5689974728354613,1.5560065295547252,1.0501133116850163,0.6957684643369267,1.142950342289548,1.4246535475601514,0.00011878572596613283,0.06435127053490514,0.00011213033934907511,0.0,0.0,7.274944302694445e-05,0.038373704712842176,0.0001021002507623541,162,4
7c4a7c99-436a-4ad3-93eb-75a098246cc0,Sweet potato,0.09413610049796317,1.0,1.0,-0.3211674730753844,0.04142781403177655,2.5584415584415585,18.04697388023525,12.53328640739639,12.53328640739639,-0.4067435474887283,-1.1072740099124554,-0.32876392647816044,21.74055438807324,10.882573501392974,-0.31823737597863394,15.985698590959842,-0.3010726971822751,25.13751325731156,0.4896733190678875,-0.23616827571468466,3.70338227005748,-0.6929577906856851,1.8500939969675374e-05,0.5240633484714604,6.200401715640372e-05,1.0,1.0,-2.218115725033963e-05,0.3284627004671363,-7.200344099024539e-07,0.9592318654859174,0.0,0.0,0.8660232670927528,1.0192036594069231,7.237327904858575,15.700875555206663,1.7472087357176236,1.7472087357176236,1.3371404008377479,0.7558084043388957,0.984652719843955,0.586375634138818,0.9295364340433986,0.20665187408851163,1.227396221579387,0.2417459270762508,1.307084218729259,0.6860055791079869,0.4057385841712537,1.8992330198503105,1.7849408188415894,7.46858313346829e-05,0.04046048545186949,6.107365846089544e-05,0.0,0.0,3.8475219921475264e-05,0.03732197203689714,0.00010462487160823362,154,0
7c4a7c99-436a-4ad3-93eb-75a098246cc0,Teff,0.6751063286255962,1.0,1.0,0.2512794234936657,-0.7994073382545507,12.3125,17.386587735265493,11.866077333688736,11.866077333688736,0.8949287056922041,-1.856704354513248,-0.2690319474599499,21.468639728386176,11.279719128376911,-0.5745307576143315,16.893005561828637,0.0731439789106225,25.30684080123904,1.0212123642584763,0.061913652014981085,7.840527927875519,1.7375849066393445,1.5028475306985408e-05,0.5221821669480562,0.00010445079247947659,1.0,1.0,-8.422559536098407e-06,0.3632870003629134,5.3699812230228136e-06,0.9732529891718331,0.0,0.0,0.7852057304254755,0.3336562734997076,28.165507865709316,13.719174475282038,1.8393022323487433,1.8393022323487433,0.0,0.0,0.48976322596779154,0.36750899404945786,0.3988246089303226,0.06515135391617319,0.37919465279647524,0.40347282229852677,0.6994241207303368,1.0241565428873554,0.3154956485935981,2.9154086538586523,0.0,8.370096795609871e-05,0.04534436767690436,5.255388243929449e-05,0.0,0.0,6.020833931610005e-05,0.042521465970974184,0.00010642984708966631,16,2
7c4a7c99-436a-4ad3-93eb-75a098246cc0,Tomato,1.08413218907221,1.0,1.0,0.759773539875281,1.0014252690857446,0.0,0.0,11.230337709188461,11.230337709188461,1.347446272118041,-1.681527271680933,-0.1518707558595546,22.47866612844971,10.392441136125502,2.1063859225335544,14.302391529083275,2.1745649283821167,26.082072067260764,-0.9957637188417666,1.87601363142817,2.0070574283599854,-0.2949930652258353,1.5028475306985408e-05,0.5221821669480562,-3.537132537755625e-05,1.0,1.0,0.00018525898570430712,0.28324826292698513,5.369981223022856e-06,1.0702404780256396,0.0,0.0,0.8564111433795626,0.41802539690636786,0.0,0.0,1.7727191135622076,1.7727191135622076,0.0,0.0,0.530316256663067,0.3851575151583964,0.42983662651016885,0.931416999903902,0.7340116254665584,0.6052092334477902,0.6096541083735911,0.6842882025923576,1.293147351205236,0.2302474565156377,0.0,8.370096795609871e-05,0.04534436767690436,3.7727842689323954e-05,0.0,0.0,8.3000713572118e-05,0.02393847768363883,0.00010642984708966634,16,1
7c4a7c99-436a-4ad3-93eb-75a098246cc0,"Wheat, Emmer",-1.0939502606185234,1.0,1.0,-1.0779420386266971,-0.7669631880413348,3.533333333333333,3.447539733846982,11.158564694722493,11.158564694722493,-1.033188551119287,-0.1695599607949341,1.273948084803603,23.262892782060423,11.522019437768174,-0.14291064392295752,16.475978495279968,-0.6329334601117994,26.673506469726586,-1.2527707335405112,-0.5042257618501977,2.101865280469259,0.412790677112186,-0.0001485097874265822,0.43358654737860813,-9.277890381372404e-05,1.0,1.0,-9.064906773204379e-05,0.283842684128587,5.369981223022706e-06,0.5250069417737446,0.0,0.0,0.45896157534370124,0.25524119463704165,5.566053573309583,4.383722353191034,2.6779623403939077,2.6779623403939077,0.0,0.0,0.5398035762361912,0.48284046975169526,0.4187046414011512,0.18331930788967146,0.6006779655900989,0.0,0.7519740122480487,0.8324443872195985,0.6720550638493521,0.2288692888100908,0.0,6.486405650389647e-05,0.035139613064819726,8.479993812312145e-05,0.0,0.0,2.2092053824111815e-05,0.03677842112619903,0.00010642984708966631,15,3
7c4a7c99-436a-4ad3-93eb-75a098246cc0,"Wheat, bread",-0.04907945393251821,1.0,1.0,-0.35512755226823495,0.11554614973968794,6.329268292682927,13.375388905951162,11.9867617560596,11.9867617560596,0.12443075112688991,-1.5679064745325553,-0.0922886156365768,21.97888292850378,10.978967640915563,-0.2594231966313294,15.930900685380168,-0.12777236552665197,25.154398941412225,0.08216241069553154,-0.05415283659363937,2.9772097389872485,-0.5843186717709977,-8.672162923952362e-06,0.5093425250614221,1.6414419154751658e-05,1.0,1.0,-2.3147896607990463e-05,0.31290517857103634,-3.859928082398886e-06,0.6540118781047705,0.0,0.0,0.5692364234978063,0.9587989019290762,9.79552280105469,10.700194373425667,1.634793221721853,1.634793221721853,0.45809741765628204,0.4159708137508807,1.0722881780254532,0.8634507707432946,0.8072838994326346,0.21876439184879176,0.7724471381048389,0.516736396683968,1.4499242143208628,0.7813525838868199,0.5752172321681333,0.8246558714322634,1.0120019534329383,6.908821395837553e-05,0.03742801848495183,8.711528018315757e-05,0.0,0.0,4.680770636873631e-05,0.04064981574259504,9.68840669709703e-05,164,0
7c4a7c99-436a-4ad3-93eb-75a098246cc0,"Wheat, durum",0.03850632320836069,1.0,1.0,-0.23632661622015536,0.11910264743365515,5.597560975609756,8.143399218598482,11.793936857363073,11.793936857363073,0.1464114336066854,-1.5615786805661553,-0.008888052383873043,22.03686273016336,11.03065158448723,-0.32245993743735935,16.257051086425804,-0.11465129813483,25.310401655988017,0.033786437886151544,0.08948745870100691,2.9520513075154002,-0.06793122693928823,-7.926698349559465e-06,0.5097463748683814,1.1779515716432824e-05,1.0,1.0,-3.666032132981793e-06,0.3125305668189269,-5.2499530761355695e-06,0.6665663975979027,0.0,0.0,0.5887233169558692,0.952561472998088,7.6533159838338305,7.131862956980328,1.538281904748701,1.538281904748701,0.4801454224452645,0.40962363905313803,1.000114617192816,0.8015090737307593,0.7590530179184694,0.2340007089316805,0.5936647148856349,0.463081690747145,1.2977159993161569,0.8020748112648123,0.6195415955917005,0.8212967734504134,0.5839555191352452,6.768235690397192e-05,0.03666640603610318,8.230138650912184e-05,0.0,0.0,5.831418475076288e-05,0.04006463254730042,9.58247450420594e-05,164,0
7c4a7c99-436a-4ad3-93eb-75a098246cc0,unknown,1.08413218907221,1.0,1.0,0.759773539875281,1.0014252690857446,0.0,0.0,11.230337709188461,11.230337709188461,1.347446272118041,-1.681527271680933,-0.1518707558595546,22.47866612844971,10.392441136125502,2.1063859225335544,14.302391529083275,2.1745649283821167,26.082072067260764,-0.9957637188417666,1.87601363142817,2.0070574283599854,-0.2949930652258353,1.5028475306985408e-05,0.5221821669480562,-3.537132537755625e-05,1.0,1.0,0.00018525898570430712,0.28324826292698513,5.369981223022856e-06,1.0702404780256396,0.0,0.0,0.8564111433795626,0.41802539690636786,0.0,0.0,1.7727191135622076,1.7727191135622076,0.0,0.0,0.530316256663067,0.3851575151583964,0.42983662651016885,0.931416999903902,0.7340116254665584,0.6052092334477902,0.6096541083735911,0.6842882025923576,1.293147351205236,0.2302474565156377,0.0,8.370096795609871e-05,0.04534436767690436,3.7727842689323954e-05,0.0,0.0,8.3000713572118e-05,0.02393847768363883,0.00010642984708966634,16,1
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,Banana,0.9797119239170193,1.0,1.0,1.5091332903323982,0.8009277115883433,1.6875,0.002023646428133356,9.115296956449747,9.115296956449747,1.1430446913409302,-1.734483811076669,-0.1518707558595546,22.47866612844971,10.392441136125502,2.1063859225335544,14.302391529083275,2.1745649283821167,26.082072067260764,-0.9957637188417666,1.87601363142817,2.0070574283599854,-0.2949930652258353,5.900115301509983e-05,0.5460040332230145,-7.661523981073764e-05,1.0,1.0,0.00016283138210555602,0.2515737804909732,5.369981223022478e-06,1.0264313587600575,0.0,0.0,0.9912134292355543,0.39155166832335175,4.895150661624216,0.0055341347688076595,2.1000480733142544,2.1000480733142544,0.0,0.0,0.530316256663067,0.3851575151583964,0.42983662651016885,0.931416999903902,0.7340116254665584,0.6052092334477902,0.6096541083735911,0.6842882025923576,1.293147351205236,0.2302474565156377,0.0,9.278008576099937e-05,0.05026291122520924,4.506922238621612e-05,0.0,0.0,8.33468925210516e-05,0.021357056659453925,0.00010642984708966631,16,1
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,Bean,0.7748364389731224,1.0,1.0,1.0140205980660886,-1.0108411261609012,3.6875,5.547007309868932,9.96234586469829,9.96234586469829,0.8789390593926121,-1.795982014322432,0.38852391361880045,21.97149888500992,11.588506838280408,-0.35728364760787096,16.82840728759768,0.10676671410216641,26.31454372406008,0.4834846610267303,0.06191365201498107,2.6911850042641166,1.475382821649866,5.900115301509983e-05,0.5460040332230145,1.72066122586299e-05,1.0,1.0,7.881924357935531e-06,0.291562202165199,5.369981223022763e-06,0.9698259495222856,0.0,0.0,0.96137872797518,0.2528909408279444,5.313112709765027,7.1451790062833656,2.197939833972725,2.197939833972725,0.0,0.0,0.4946937445437251,0.45344826891393575,0.3384045240252956,0.24813240852508603,0.6805661367458351,0.2689818815323512,0.7743693756622986,1.0016084054621737,0.22879981228926116,1.0795558603195838,0.0,9.278008576099937e-05,0.05026291122520924,8.454744762974648e-05,0.0,0.0,6.459274720166836e-05,0.06272170598696268,0.00010642984708966632,16,6
