kebele,year,seasonal_rainfall_total,onset_date,cessation_date,rainy_days_count,dry_spell_days,data_quality_flag,onset_delay_days,onset_threshold,rainy_day_threshold,dry_spell_threshold,rainfall_std_dev,rainfall_skewness,mean_temp_season,max_temp_avg,min_temp_avg,gdd_total,gdd_base_temp,heatwave_days,heatwave_threshold,mean_soil_moisture,dry_soil_days,dry_threshold,soil_moisture_std,ndvi_peak,ndvi_scale,ndvi_seasonal_avg,ndvi_start_of_season,ndvi_end_of_season,ndvi_integral,ndvi_threshold,ndvi_anomaly_avg,crop_Banana,crop_Bean,"crop_Bean, broad",crop_Carrot,crop_Chick-pea,"crop_Chilli, dry",crop_Coffee,"crop_Corn, sweet",crop_Enset,crop_Garlic,crop_Lentil,crop_Mandarin,crop_Mango,"crop_Mustard, Ethiopian",crop_Oil flax,crop_Onion,"crop_Pea, dry",crop_Rice,crop_Safflower,crop_Sesame,crop_Sorghum,crop_Soybean,crop_Sweet potato,crop_Teff,crop_Tomato,"crop_Wheat, Emmer","crop_Wheat, bread","crop_Wheat, durum",crop,cluster
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2010,2.2711379931434643,1,1,1.1344534151038397,1.0469928957896997,OK,0.0,0.0,13.056550979614258,13.056550979614258,1.347446272118041,-1.681527271680933,-0.6529921520270837,21.927781844925114,10.238028993711389,1.899386972206134,14.133393859863304,2.325867236744064,24.522509765625028,-0.8664378965090203,2.244091888120701,1.9502638459205623,-0.2949930652258353,9.527565722046017e-05,0.5656554721030045,3.97539854364372e-05,1,1,0.0002596792329923114,0.3030003061095683,0.0002172976922331072,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,1
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2011,1.4528446819961651,1,1,0.4921450575691676,0.8136866470654507,OK,0.0,0.0,13.060388565063477,13.060388565063477,1.347446272118041,-1.681527271680933,-0.8786046942437561,22.22116685804432,9.621957816658462,0.6832134105637876,15.110697937011745,2.325867236744064,26.41629943847658,-0.8664378965090203,2.244091888120701,1.9502638459205623,-0.2949930652258353,0.0001361152173604993,0.5877799955819238,-2.001982784249196e-05,1,1,0.0002238630454130183,0.2658810432971472,4.867639417402438e-05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,1
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2012,0.7922260489881982,1,1,0.599196450491613,1.221972582332886,OK,0.0,0.0,11.82026720046997,11.82026720046997,1.347446272118041,-1.681527271680933,-0.5420154585809384,22.38502431373076,9.939512822399424,2.266049087550657,13.946357727050804,2.325867236744064,25.904248046875026,-0.8664378965090203,2.244091888120701,1.9502638459205623,-0.2949930652258353,0.00015483771193810153,0.5979227657157283,-7.040701447867007e-05,1,1,0.00019367128033802048,0.2559270272658419,-9.346532893288471e-05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,1
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2013,1.0469854905197509,1,1,1.0274020221813942,0.5220538361601397,OK,0.0,0.0,11.189619064331056,11.189619064331056,1.347446272118041,-1.681527271680933,-0.6368935174862731,22.29519034584802,9.893645837804796,1.898363136520151,14.196603393554712,2.325867236744064,25.80723114013674,-0.8664378965090203,2.244091888120701,1.9502638459205623,-0.2949930652258353,7.391825271877846e-05,0.5540852594041911,-1.71967492467588e-05,1,1,0.00022555462082019594,0.2700570884877556,5.664026917584134e-05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,1
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2014,-0.0235103820313078,1,1,-0.0431119070430589,0.8428499281559818,OK,0.0,0.0,11.243422508239746,11.243422508239746,1.347446272118041,-1.681527271680933,-0.067310619606897,22.40738034091155,10.596111440134596,2.319160331025437,14.25424499511721,2.325867236744064,26.080007934570336,-0.8664378965090203,2.244091888120701,1.9502638459205623,-0.2949930652258353,0.00011907492386920078,0.5785485451906085,-5.8342384372715403e-05,1,1,0.00020090034991290703,0.270529803711184,-5.943113440064671e-05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,1
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2015,-0.0829873284401599,1,1,-0.2572146928879495,1.8635647663245705,OK,0.0,0.0,10.838438034057615,10.838438034057615,1.347446272118041,-1.681527271680933,0.5320990322693069,23.215815885774404,10.644991713303808,3.1461408384000134,14.049708557128929,2.325867236744064,26.95093078613284,-0.3901886448328955,0.9821092937463088,2.3376171588897705,-0.2949930652258353,6.63127295252629e-05,0.5499650246149963,-6.412412408016145e-05,1,1,0.00019743595869312297,0.244545694269124,-7.574136125466886e-05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,1
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2016,1.7211659449991858,1,1,0.7062478434140582,0.8720132092465128,OK,0.0,0.0,11.528607845306396,11.528607845306396,1.347446272118041,-1.681527271680933,0.1113200779528036,22.57527741732665,10.683703947720485,0.7966591366202964,15.718074035644554,2.325867236744064,26.093487548828147,-0.1423346500683638,2.244091888120701,2.7530412673950195,-0.2949930652258353,5.98826424322229e-06,0.5172847008331231,-5.07463900955391e-06,1,1,0.00023281813221918594,0.2772362926028779,9.083661455327959e-05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,1
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2017,1.5751681362705263,1,1,0.8132992363365036,1.0469928957896997,OK,0.0,0.0,11.825769424438477,11.825769424438477,1.347446272118041,-1.681527271680933,-0.2229086740252816,22.50714507050569,10.273799954927908,4.438993216430495,12.56360778808596,2.325867236744064,26.880162048339862,-1.0647976443082878,2.244091888120701,1.9571433067321773,-0.2949930652258353,3.5405407610277986e-05,0.5332212162332749,-6.263961679901235e-05,1,1,0.0001983254684688562,0.2696091170159049,-7.155358184100774e-05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,1
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2018,1.2254735259299627,1,1,1.5626589867936207,1.4261155499666038,OK,0.0,0.0,10.299379348754885,10.299379348754885,1.347446272118041,-1.681527271680933,-0.5083056184043503,22.035797555106047,10.336953651512085,2.5531362689213117,13.734683227539085,2.325867236744064,25.06311950683596,-0.921636918111004,2.664752752912165,1.943384385108948,-0.2949930652258353,-6.849804965088126e-05,0.4769323024488766,-0.0001052315986822192,1,1,0.00017280455339214416,0.2609920992173694,-0.00019170511439492937,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,1
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2019,1.859608316881896,1,1,1.241504808026285,0.6970335227033263,OK,0.0,0.0,12.67786979675293,12.67786979675293,1.347446272118041,-1.681527271680933,0.2131263560802655,22.559445576091413,10.84514594444864,2.1881353780358808,14.526573181152369,2.325867236744064,26.44361267089846,-0.8112388749070364,2.244091888120701,1.9413535594940183,-0.2949930652258353,-4.200779951434382e-05,0.4912831955314314,-2.250083319065973e-05,1,1,0.0002223764386857455,0.2904566965412775,4.1677504202802665e-05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,1
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2020,1.7782329946717448,1,1,1.7767617726385114,1.0178296146991683,OK,0.0,0.0,10.99033498764038,10.99033498764038,1.347446272118041,-1.681527271680933,1.337096544445739,23.49173114237363,11.52043779782602,0.5722600940833027,15.62130279541018,-0.0949696970470969,26.684106445312523,-0.7572737198956933,2.244091888120701,1.801712989807129,-0.2949930652258353,-4.3196260813910695e-05,0.4906393555920224,-1.702592571640555e-05,1,1,0.00022565697747556845,0.3054555345872254,5.7122160556817624e-05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,1
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2021,1.103458308455189,1,1,0.0639394858793863,0.9303397714275752,OK,0.0,0.0,14.214608192443848,14.214608192443848,1.347446272118041,-1.681527271680933,-0.2229086740252816,22.40738034091155,10.336953651512085,2.1881353780358808,14.196603393554712,2.325867236744064,26.093487548828147,-1.612382218330524,2.244091888120701,1.9940992593765257,-0.2949930652258353,-2.874221336228524e-05,0.4984697267104268,-4.629240533009615e-05,1,1,0.00020812064063960127,0.2849181715475891,-2.543827036385513e-05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,1
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2022,0.9765311008422194,1,1,0.4921450575691676,1.484442112147666,OK,0.0,0.0,10.43755340576172,10.43755340576172,1.347446272118041,-1.681527271680933,-0.2229086740252816,22.40738034091155,10.336953651512085,2.1881353780358808,14.196603393554712,2.325867236744064,26.093487548828147,-3.300863658942299,-2.803838489376868,1.7824561595916748,-0.2949930652258353,-4.823134178848535e-05,0.4879116384751325,-7.540992227265732e-05,1,1,0.00019067356153505216,0.2872192079020449,-0.00010757847915730637,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,1
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2023,2.1065266399675875,1,1,1.6697103797160662,0.8720132092465128,OK,0.0,0.0,10.378127098083496,10.378127098083496,1.347446272118041,-1.681527271680933,-0.2229086740252816,22.40738034091155,10.336953651512085,2.1881353780358808,14.196603393554712,2.325867236744064,26.093487548828147,-0.8664378965090203,2.244091888120701,1.9502638459205623,-0.2949930652258353,-9.40714684770626e-05,0.4630780958091391,-2.432687432887515e-05,1,1,-2.757008150888977e-05,0.3104203726989679,3.652626137346639e-05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,1
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2024,1.603024025670506,1,1,2.0979159514058474,1.3094624256044791,OK,0.0,0.0,9.816211223602297,9.816211223602297,1.347446272118041,-1.681527271680933,-0.2229086740252816,22.40738034091155,10.336953651512085,2.1881353780358808,14.196603393554712,2.325867236744064,26.093487548828147,-0.8664378965090203,2.244091888120701,1.9502638459205623,-0.2949930652258353,-1.58099521000544e-05,0.505475681646049,2.485586743009754e-05,1,1,0.0002507523508038934,0.3391712149709669,0.00017527025816020143,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,1
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2025,-2.059770472709568,1,1,-1.2206772291899577,0.0554413387116421,OK,0.0,0.0,6.308255672454834,6.308255672454834,1.347446272118041,-1.681527271680933,-0.2229086740252816,22.40738034091155,10.336953651512085,2.1881353780358808,14.196603393554712,2.325867236744064,26.093487548828147,-0.8664378965090203,2.244091888120701,1.9502638459205623,-0.2949930652258353,-0.0001059154738670135,0.4566616952789701,-4.195914355715773e-05,1,1,-1.091875861181949e-05,0.2965525366069174,-1.3214184515876051e-05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,1
